epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
125,11715.9,1.91616,0.72361,0.00228,0.96396,0.26883,0.61658,0.38004,2.14299,0.86557,0.00342,0.0013965,0.0004655,0.0013965,0.0004655,0.0013965,0.0004655,0.0013965,0.0004655
126,11809.3,1.89743,0.7077,0.00224,0.95323,0.30372,0.62946,0.38246,2.13571,0.86032,0.00342,0.00135938,0.000453125,0.00135938,0.000453125,0.00135938,0.000453125,0.00135938,0.000453125
127,11901.9,1.89701,0.70548,0.00224,0.95231,0.31377,0.63433,0.38507,2.12256,0.86313,0.00341,0.00132225,0.00044075,0.00132225,0.00044075,0.00132225,0.00044075,0.00132225,0.00044075
128,11995.3,1.8828,0.70505,0.00222,0.95059,0.32451,0.6388,0.38601,2.1263,0.85773,0.0034,0.00128513,0.000428375,0.00128513,0.000428375,0.00128513,0.000428375,0.00128513,0.000428375
129,12089,1.91691,0.71368,0.00224,0.95646,0.30199,0.62974,0.38512,2.11845,0.85821,0.0034,0.001248,0.000416,0.001248,0.000416,0.001248,0.000416,0.001248,0.000416
130,12181.2,1.87946,0.70522,0.00223,0.95625,0.30303,0.63074,0.38547,2.11516,0.8583,0.0034,0.00121087,0.000403625,0.00121087,0.000403625,0.00121087,0.000403625,0.00121087,0.000403625
131,12273.6,1.88467,0.70157,0.00222,0.95538,0.30176,0.62957,0.38406,2.12896,0.85463,0.00341,0.00117375,0.00039125,0.00117375,0.00039125,0.00117375,0.00039125,0.00117375,0.00039125
132,141.718,1.86518,0.70474,0.00227,0.95802,0.29529,0.62743,0.38567,2.11054,0.86076,0.00339,0.00113663,0.000378875,0.00113663,0.000378875,0.00113663,0.000378875,0.00113663,0.000378875
133,232.674,1.87702,0.70098,0.00224,0.95461,0.30615,0.63134,0.38291,2.14084,0.85621,0.00342,0.0010995,0.0003665,0.0010995,0.0003665,0.0010995,0.0003665,0.0010995,0.0003665
134,324.352,1.90444,0.71387,0.00228,0.95499,0.30638,0.63187,0.38623,2.1184,0.8531,0.0034,0.00106237,0.000354125,0.00106237,0.000354125,0.00106237,0.000354125,0.00106237,0.000354125
135,416.292,1.85584,0.69046,0.00218,0.95464,0.3088,0.63272,0.38731,2.12105,0.85278,0.0034,0.00102525,0.00034175,0.00102525,0.00034175,0.00102525,0.00034175,0.00102525,0.00034175
136,508.188,1.87203,0.7009,0.00224,0.95456,0.30095,0.6288,0.38622,2.11748,0.85652,0.00339,0.000988125,0.000329375,0.000988125,0.000329375,0.000988125,0.000329375,0.000988125,0.000329375
137,601.029,1.89074,0.71001,0.00225,0.95335,0.30453,0.63017,0.38732,2.11235,0.85764,0.00339,0.000951,0.000317,0.000951,0.000317,0.000951,0.000317,0.000951,0.000317
138,693.727,1.90564,0.71196,0.00224,0.9562,0.2976,0.62774,0.3868,2.12287,0.86007,0.0034,0.000913875,0.000304625,0.000913875,0.000304625,0.000913875,0.000304625,0.000913875,0.000304625
139,786.144,1.86612,0.70264,0.00225,0.95297,0.30199,0.62872,0.38634,2.12006,0.8547,0.0034,0.00087675,0.00029225,0.00087675,0.00029225,0.00087675,0.00029225,0.00087675,0.00029225
140,878.694,1.90416,0.71158,0.00226,0.95295,0.31585,0.63558,0.38733,2.12406,0.85617,0.0034,0.000839625,0.000279875,0.000839625,0.000279875,0.000839625,0.000279875,0.000839625,0.000279875
141,969.616,1.83833,0.69367,0.00222,0.95395,0.31111,0.63341,0.38743,2.11538,0.85454,0.00339,0.0008025,0.0002675,0.0008025,0.0002675,0.0008025,0.0002675,0.0008025,0.0002675
142,1062.02,1.88229,0.69788,0.00223,0.95499,0.30638,0.63192,0.38587,2.13419,0.86046,0.00342,0.000765375,0.000255125,0.000765375,0.000255125,0.000765375,0.000255125,0.000765375,0.000255125
143,1153.31,1.86631,0.70085,0.00222,0.95636,0.30384,0.63113,0.38517,2.13558,0.85887,0.00342,0.00072825,0.00024275,0.00072825,0.00024275,0.00072825,0.00024275,0.00072825,0.00024275
144,1245.67,1.86184,0.69105,0.00223,0.95287,0.31065,0.63313,0.38573,2.1327,0.86062,0.00341,0.000691125,0.000230375,0.000691125,0.000230375,0.000691125,0.000230375,0.000691125,0.000230375
145,1338.02,1.87884,0.69844,0.00224,0.95396,0.3088,0.63275,0.38832,2.12265,0.85369,0.0034,0.000654,0.000218,0.000654,0.000218,0.000654,0.000218,0.000654,0.000218
146,1430.42,1.88348,0.69512,0.0022,0.95468,0.30903,0.63305,0.39048,2.1009,0.84998,0.00337,0.000616875,0.000205625,0.000616875,0.000205625,0.000616875,0.000205625,0.000616875,0.000205625
147,1521.82,1.88277,0.70078,0.00223,0.95228,0.31585,0.63528,0.38796,2.11903,0.85481,0.0034,0.00057975,0.00019325,0.00057975,0.00019325,0.00057975,0.00019325,0.00057975,0.00019325
148,1612.84,1.87638,0.70579,0.00223,0.95459,0.31088,0.63384,0.38682,2.12531,0.85303,0.0034,0.000542625,0.000180875,0.000542625,0.000180875,0.000542625,0.000180875,0.000542625,0.000180875
149,1704.43,1.8834,0.70562,0.00223,0.9543,0.30638,0.63125,0.38621,2.12826,0.86091,0.00341,0.0005055,0.0001685,0.0005055,0.0001685,0.0005055,0.0001685,0.0005055,0.0001685
150,1795.37,1.888,0.70428,0.00225,0.95682,0.29436,0.62636,0.3866,2.11835,0.85681,0.0034,0.000468375,0.000156125,0.000468375,0.000156125,0.000468375,0.000156125,0.000468375,0.000156125
151,1885.94,1.74462,0.67082,0.00235,0.94998,0.29621,0.62414,0.37326,2.17242,0.88304,0.00348,0.00043125,0.00014375,0.00043125,0.00014375,0.00043125,0.00014375,0.00043125,0.00014375
152,1975.54,1.73255,0.65976,0.00234,0.95424,0.27703,0.61667,0.37144,2.17626,0.88448,0.00349,0.000394125,0.000131375,0.000394125,0.000131375,0.000394125,0.000131375,0.000394125,0.000131375
153,2065.37,1.73235,0.65624,0.00231,0.95359,0.28246,0.61911,0.37044,2.18907,0.88726,0.00351,0.000357,0.000119,0.000357,0.000119,0.000357,0.000119,0.000357,0.000119
154,2155.16,1.74441,0.65766,0.00231,0.95202,0.29344,0.62387,0.37024,2.1885,0.88978,0.00351,0.000319875,0.000106625,0.000319875,0.000106625,0.000319875,0.000106625,0.000319875,0.000106625
155,2243.83,1.71994,0.6477,0.00231,0.95185,0.2969,0.62558,0.37354,2.17078,0.88425,0.00348,0.00028275,9.425e-05,0.00028275,9.425e-05,0.00028275,9.425e-05,0.00028275,9.425e-05
156,2333.27,1.74726,0.65152,0.00229,0.9513,0.30014,0.6269,0.37052,2.18919,0.88484,0.00351,0.000245625,8.1875e-05,0.000245625,8.1875e-05,0.000245625,8.1875e-05,0.000245625,8.1875e-05
157,2423.39,1.72217,0.65122,0.00231,0.9521,0.29852,0.62651,0.37265,2.18076,0.88437,0.00349,0.0002085,6.95e-05,0.0002085,6.95e-05,0.0002085,6.95e-05,0.0002085,6.95e-05
158,2512.68,1.73761,0.6541,0.00228,0.9535,0.29136,0.62379,0.3731,2.17052,0.88039,0.00348,0.000171375,5.7125e-05,0.000171375,5.7125e-05,0.000171375,5.7125e-05,0.000171375,5.7125e-05
159,2602,1.6972,0.64653,0.00229,0.95395,0.2872,0.6219,0.37225,2.17535,0.88062,0.00349,0.00013425,4.475e-05,0.00013425,4.475e-05,0.00013425,4.475e-05,0.00013425,4.475e-05
160,2690.44,1.73751,0.64816,0.0023,0.954,0.29228,0.62454,0.37429,2.16114,0.87939,0.00347,9.7125e-05,3.2375e-05,9.7125e-05,3.2375e-05,9.7125e-05,3.2375e-05,9.7125e-05,3.2375e-05
