epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
13,20999.2,1.13903,0.7588,0.00953,0.85444,0.79411,0.84242,0.60028,1.20656,0.78056,0.01007,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
14,22549.4,1.1326,0.75088,0.00946,0.85201,0.79862,0.8433,0.60161,1.20221,0.77983,0.01003,0.023565,0.007855,0.023565,0.007855,0.023565,0.007855,0.023565,0.007855
15,24109.3,1.13001,0.73929,0.00946,0.84991,0.79992,0.84347,0.60219,1.20391,0.77091,0.01005,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769
16,25658.9,1.12623,0.73184,0.0094,0.85255,0.79788,0.84372,0.6032,1.20042,0.77626,0.01,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
17,27214.8,1.12242,0.73351,0.0094,0.85094,0.79793,0.84379,0.60387,1.19793,0.77066,0.00994,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736
18,28767.9,1.12048,0.73632,0.00935,0.84922,0.80014,0.84365,0.60467,1.195,0.77102,0.0099,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195
19,30327.4,1.11684,0.7321,0.00933,0.85242,0.79611,0.84391,0.6051,1.19189,0.77339,0.00987,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
20,31883.8,1.11769,0.73366,0.00928,0.85086,0.79391,0.84334,0.60516,1.1902,0.77846,0.00986,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865
21,33436.2,1.11047,0.71684,0.00924,0.85095,0.79384,0.8439,0.60597,1.18752,0.77625,0.00983,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
22,34987.3,1.11207,0.72372,0.00923,0.85184,0.79625,0.84432,0.60705,1.18417,0.77181,0.00979,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
23,36540.9,1.10666,0.71897,0.00922,0.85637,0.79273,0.84464,0.60769,1.17599,0.78312,0.00973,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
24,38094.1,1.09993,0.71241,0.00916,0.85136,0.79769,0.84452,0.60779,1.17389,0.77381,0.00972,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205
25,39648.1,1.10057,0.71512,0.00917,0.84804,0.7976,0.84358,0.60793,1.17374,0.77285,0.00973,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
26,41209.6,1.09495,0.7092,0.00913,0.84742,0.79954,0.84451,0.60872,1.17391,0.76551,0.00974,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875
27,1584.5,1.06782,0.70219,0.00885,0.8489,0.80106,0.84528,0.60944,1.17598,0.759,0.00978,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
28,3158.92,1.07572,0.70489,0.00898,0.84896,0.80042,0.84572,0.61013,1.17378,0.76207,0.00977,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
29,4727.67,1.07481,0.71239,0.00893,0.85099,0.80011,0.84594,0.61001,1.17515,0.75543,0.00978,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
30,6298.29,1.0676,0.7063,0.0089,0.84768,0.80366,0.84641,0.61106,1.17107,0.75386,0.00975,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215
31,1591.79,1.04819,0.68251,0.00866,0.85022,0.80308,0.84719,0.61107,1.17373,0.74889,0.00978,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
32,3164.8,1.05936,0.69184,0.00883,0.85221,0.80341,0.84692,0.61084,1.17421,0.74261,0.00976,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885
33,4742.85,1.06062,0.70063,0.0088,0.8567,0.80263,0.84806,0.61163,1.17151,0.74255,0.00972,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
34,6321.18,1.05494,0.69618,0.00878,0.85001,0.80662,0.84798,0.61157,1.17,0.74503,0.0097,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
35,7886.3,1.05304,0.68862,0.00876,0.85321,0.8049,0.84887,0.61223,1.16829,0.74615,0.00969,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
36,9463.04,1.05599,0.68654,0.00873,0.85409,0.80579,0.8491,0.61284,1.16678,0.74765,0.00968,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225
37,11027.7,1.05254,0.68735,0.00869,0.85189,0.80741,0.84964,0.61345,1.16264,0.74957,0.00963,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
38,12588.8,1.04887,0.68908,0.00869,0.85077,0.80955,0.85024,0.61424,1.15914,0.75301,0.00959,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895
39,14147.9,1.04324,0.68169,0.00865,0.85282,0.80822,0.85038,0.61509,1.15762,0.74968,0.00957,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
40,15701.3,1.04073,0.67372,0.00864,0.8564,0.80518,0.85073,0.61555,1.15489,0.74753,0.00954,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
41,17264.4,1.03956,0.66727,0.00861,0.85894,0.80286,0.85113,0.61637,1.153,0.7436,0.00953,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
42,18821.3,1.03426,0.6655,0.00859,0.85706,0.80446,0.8517,0.61713,1.15044,0.74747,0.00951,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235
43,20378.3,1.03096,0.66202,0.00854,0.85591,0.80601,0.85217,0.61777,1.15478,0.74335,0.00958,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
44,21934.6,1.02376,0.65943,0.00847,0.8539,0.80845,0.85248,0.61852,1.14997,0.75099,0.00953,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905
45,23484.7,1.0173,0.65394,0.00841,0.86139,0.80302,0.8523,0.61908,1.14921,0.74718,0.00951,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
46,25035.7,1.01269,0.64736,0.00837,0.85585,0.80905,0.85293,0.61995,1.14687,0.74568,0.00949,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
47,26594.7,1.00952,0.64874,0.00836,0.8587,0.80667,0.85299,0.62048,1.14231,0.75262,0.00944,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
48,28153.9,1.00517,0.64689,0.0083,0.85707,0.80684,0.85301,0.62086,1.1406,0.74838,0.00942,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245
49,29705.2,1.00235,0.64007,0.00828,0.85504,0.81003,0.85328,0.62114,1.14014,0.74885,0.00945,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
50,31260.5,0.99903,0.63504,0.0082,0.85597,0.80872,0.85317,0.62177,1.13776,0.74273,0.00943,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915
51,32752.7,0.94628,0.54785,0.00953,0.85372,0.80959,0.85378,0.6226,1.13536,0.74344,0.00938,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
52,34247.2,0.94275,0.5412,0.00947,0.85249,0.81027,0.85418,0.62375,1.13612,0.73245,0.00942,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
53,35742.1,0.93107,0.532,0.00932,0.85327,0.8118,0.85468,0.62448,1.13754,0.72454,0.00946,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
54,37234,0.92343,0.52175,0.00924,0.8525,0.81102,0.85502,0.62509,1.13514,0.7238,0.00945,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255
55,38726.4,0.91325,0.51956,0.00913,0.85629,0.80866,0.85522,0.62524,1.13357,0.72346,0.00945,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
56,1519.07,0.90074,0.5123,0.00903,0.85566,0.80888,0.85539,0.62537,1.13368,0.72214,0.00946,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925
57,3020.81,0.89605,0.51213,0.00894,0.85944,0.80634,0.85556,0.62504,1.13342,0.72053,0.00945,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076
58,4516.01,0.88611,0.50483,0.00885,0.8595,0.80629,0.85592,0.62545,1.1313,0.72408,0.00941,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
59,6010.53,0.88009,0.50236,0.00881,0.86049,0.80573,0.85619,0.6264,1.12968,0.72195,0.0094,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043
60,7507.99,0.87298,0.49223,0.00871,0.85945,0.80628,0.85624,0.62659,1.12807,0.72492,0.00938,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265
